body_html,body_text,display_format,id,image_url1,image_url10,image_url11,image_url12,image_url13,image_url14,image_url15,image_url16,image_url17,image_url18,image_url19,image_url2,image_url20,image_url3,image_url4,image_url5,image_url6,image_url7,image_url8,image_url9,isActive,learn_more_link,name,page_categories,page_id,page_name,page_profile_picture_url,page_profile_uri,ppAudienceNetwork,ppFacebook,ppInstagram,ppMessenger,sponsored,startDate,video_url1,video_url10,video_url11,video_url12,video_url13,video_url14,video_url15,video_url2,video_url3,video_url4,video_url5,video_url6,video_url7,video_url8,video_url9
"360Â° of strong, lightweight Flyknit for a crazy fast feeling on the field.","360Â° of strong, lightweight Flyknit for a crazy fast feeling on the field.",image,211811277068987,images/130649058_394120995243684_4080557920889842449_n.jpg,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,16/12/2020 @09:00AM,,,,,,,,,,,,,,,
"A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.","A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.",video,229969511896086,,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,videos/130860167_851006035473733_4465613094565674108_n.mp4,,,,,,,,,,,,,,
"A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.","A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.",video,235787554644219,,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,videos/130860167_851006035473733_4465613094565674108_n.mp4,,,,,,,,,,,,,,
"Hay regalos con los que no te puedes equivocar... Â¡Sobre todo cuando ellos eligen sus productos Nike favoritos! ðŸ˜‰ Adquiere nuestras Gift Cards Nike de: $20, $40 y $80*. <br /> ObtÃ©n las Gift Cards digitales sin salir de casa desde aquÃ­: <a href=""https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2FGiftCardsNike&amp;h=AT2h5gaUtMgu20mGwlu8D5oxMZnJ3niyEpTsogz_8SX584ZytS2Nor148IVxHB8xX-YTQFhaNB_Ez0F772rX4ewdWV6GJe9zDXUEthgGg-LVnv2ofN4kRPxzUfZtrM_udlwLeo8D1VGTxUzvoU4d"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">https://bit.ly/GiftCardsNike</a>","Hay regalos con los que no te puedes equivocar... Â¡Sobre todo cuando ellos eligen sus productos Nike favoritos! ðŸ˜‰ Adquiere nuestras Gift Cards Nike de: $20, $40 y $80*.
ObtÃ©n las Gift Cards digitales sin salir de casa desde aquÃ­:
https://bit.ly/GiftCardsNike",carousel,202799891464345,images/131221234_149980836504284_7153868750191689644_n.jpg,,,,,,,,,,,images/131206836_258383335621556_6960050513431556433_n.jpg,,images/131065542_2754569831538219_2248143003359673828_n.jpg,images/131326212_781192062738320_6129810636623576939_n.jpg,,,,,,True,https://bit.ly/GiftCardsNike,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"360Â° of strong, lightweight Flyknit for a crazy fast feeling on the field.","360Â° of strong, lightweight Flyknit for a crazy fast feeling on the field.",image,208788610831493,images/130086968_171953574613848_4489386746444203399_n.jpg,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT2UKcl2osPCfS2Kn05s9UAAiE3_y4P6YaDPrAiLWE0heazmhc1nyN0tcZh05PRY5pPeRTIdLcvml0yfSBF4-ZA7onkbOefLkbsLJsHcSMWJ8eHHZiwXhrSql1qfz4ahwq2uiVe7yMLyHMrArgBIZvZXqcj_gw_24Q"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""async"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on
Nike.com.",image,423095728864997,images/131335379_396997944753240_6232682717930686943_n.jpg,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.","A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.",image,750683652212390,images/131486875_210292027291532_8825276472990491436_n.jpg,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.","A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.",image,220493992933797,images/130659119_444307103407321_7926354513585818836_n.jpg,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.","A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.",video,815421092581625,,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,videos/130860167_851006035473733_4465613094565674108_n.mp4,,,,,,,,,,,,,,
"A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.","A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.",video,820992258724355,,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,videos/130860167_851006035473733_4465613094565674108_n.mp4,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats for kids. Shop them now on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT2SbVSrF4cI_OQVHqlOcubqgu6d4VaEWBWSLURHg-kvAI-5Y9JV3ZdGHJQhwOrVbnziGMgHLp4x1Y8wuwjayRtLgXpqFHIh7jJBmO3kCVblwGPLR3Lkt_Tau5bOwb2RzlQED8JfRXKmcx1MXW_n"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats for kids. Shop them now on
Nike.com.",video,225415312311891,,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,15/12/2020 @09:00AM,videos/130764499_217154306605569_7822160833875307732_n.mp4,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT1Ysi867RkV2LWB54s3-8qHhnQc-mm2bMz_yuiQMaMfFCV48yEsSKYke8OFlgYSzIWyABCcOD0LfK1ZH7_suZ3NlqlFIpWyEICRBygmfBOd_6nDL5j3TTKZqIKRB0yiDD-BkkfdcQBbtcLBDaLN"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on
Nike.com.",video,426028258573711,,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,15/12/2020 @09:00AM,videos/130552836_1011313782695684_8933510623088346278_n.mp4,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT3ghO5yWuTXt925u2LwGnQHMtcCZ1g8SdwIDIBlV83keaVA2HkcB4aNiCpQArXAI62J1CbndGZKcUZXdD3VmiNrGih9CccnCtQWrhzJTtLM7Ii3bVZR_PunCxAQS8HBdOFa0iTfPLTdqNEKQFut"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on
Nike.com.",carousel,402656080940215,images/131448583_882990042519368_3199042650936846347_n.jpg,,,,,,,,,,,images/131335374_400493547933455_3099614861888620536_n.jpg,,images/131410902_477218570341227_5102601631141393574_n.jpg,images/131353715_664883340872915_5292173518005183131_n.jpg,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT0FoZnx-s67cYT4h9Y2h9GU3I2tEE__DcUDoVdHmUv-0oURR2nWGRbKlobGODpN01I_-lx-7OSoRC47tyevXMtf9tplB2U0DmfnDMvUee9XMlRuTO0oCSOzpD3rBTLNHXdJbMRI5Bt0cKR-Q_Qs"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on
Nike.com.",carousel,309915896926246,images/131335494_836525367124159_2582792220750411310_n.jpg,,,,,,,,,,,images/131529280_678477689480719_6603990550747238673_n.jpg,,images/131311868_3651591734897880_6798820502656776240_n.jpg,images/131551592_390719912178475_1945055281775627332_n.jpg,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT0P7v-Hz1NZ58SoU-h3Fib8ewChgWvN8Re6-d2MMcZZsyrFRN3bzy3Zcw5jlMoAwi_gUq25HAQxiWwhjdkrtfij3qEmn6ArX8HoKSCbTo-Ce5Z5zFQFuoK6Rqgh8bbuWPskJry5D7Ycv64og_Gx"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on
Nike.com.",carousel,2781506985450769,images/131582805_855256018564208_2499223324218850551_n.jpg,,,,,,,,,,,images/131569879_713368819565975_8846343033402222145_n.jpg,,images/119112632_1046931779120848_3614954823424086025_n.jpg,images/131708972_2746828818979772_6152997567895860469_n.jpg,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats for kids. Shop them now on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT0fwEJNBPIQjF-0-yOakZGaoy-cCd0O3sNgsCmi7FUqObhRHygC1KyF2JXi9tEa1vvc3dp9ZpQW8BODAAMKSMk20B-ysY3zU-1uihyHaCBjsvYWcp_FKTK295h9spxto91TfcahPEhidhb9neAF"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats for kids. Shop them now on
Nike.com.",carousel,459989218321382,images/131195476_192071175906481_6762863158572304211_n.jpg,,,,,,,,,,,images/130738426_2792063204391577_7234107721163451410_n.jpg,,images/131560502_217826379905143_348025078795061616_n.jpg,images/130711922_529067554718873_3639593505327773279_n.jpg,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats for kids. Shop them now on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT0dawCxSntlAZvZ8oyohd8DIzOoAKwXZnTb_CaF3DFxZvvt2MhKuWqjZAdtxzrhSNZPefOhtGqEV5tBAZZLqyLJdSnHgqiQcyp0vJHHKgNg0_lNGTMXpFVfr4UfqQgaeDpMy2Yxw2aMAarOiown"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats for kids. Shop them now on
Nike.com.",carousel,433652910998972,images/130741635_1210618699334179_8412589795939320029_n.jpg,,,,,,,,,,,images/130786222_1568464700019083_8496800403871273570_n.jpg,,images/131187805_143129087331984_4029741432696046464_n.jpg,images/130849192_381412743088219_6420382823141775658_n.jpg,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats for kids. Shop them now on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT2O6xsShjO97e_V168OFe6zqbSBiNv6mLC1DkvLTuHw8PVpjojGn0qiPX2tJe9rYL6jswx2lHWD484lQXUbnQLjbWiFpG5_QrVxScZObq4BtyI4Bvd-EeAP248z5aXIruQVSCrjtPSXn8uB_lf_"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats for kids. Shop them now on
Nike.com.",carousel,863900681052443,images/131326538_2086879474779764_2208137336516689541_n.jpg,,,,,,,,,,,images/131420110_387136405918997_3606248899079935287_n.jpg,,images/131054194_427116474992877_3647073134061692262_n.jpg,images/131624815_209484424112924_501181219722023427_n.jpg,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,16/12/2020 @09:00AM,,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats for kids. Shop them now on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT3X-2acA765WU1NA6zu7SqbIzDW0b-1yZvxHn5kYM2Ft8kxUpJGKVKDP34Mm3VAnJeJU0NgsVTiUpay7qfxF5SHtV10_pEuZGwHJ25qXj-BEPYmJCd7CnTGwsg5aOsyh1b0l7_5ZOPTtYdywm6A"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats for kids. Shop them now on
Nike.com.",carousel,1285685368481926,images/131415825_3418899061667630_8712764162881657897_n.jpg,,,,,,,,,,,images/131184082_1126726037757414_9129762696491867195_n.jpg,,images/131100625_1513504625502022_3912430987062092741_n.jpg,images/131663035_436079064235732_2057609163271173994_n.jpg,,,,,,True,https://www.nike.com/t/jr-mercurial-superfly-7-academy-mds-mg-little-big-kids-multi-ground-soccer-cleat-Gm9VDX/BQ5409-110,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,16/12/2020 @09:00AM,,,,,,,,,,,,,,,
"A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.","A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.",image,1138874643198860,images/130642438_693746251287294_8492921425702784191_n.jpg,,,,,,,,,,,,,,,,,,,,True,https://fb.com/canvas_doc/140134507623673,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT12wIcWort3ZyJeSVLj7z8J1e3I83JU8xcJxJDWu0e4-GfUuZN8CGaJhIC_PlIJgE-LdFPvEiI_TUpru3ZgJd2zhubu0ld0ji2dv-hT1-qA21O-ON_OkEblpYMHrUyxASbFMA-MdsDMRI7CB4A4"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on
Nike.com.",image,1101539283634221,images/131445013_3850692174949606_3580945767139366088_n.jpg,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FNike.com%2F&amp;h=AT3sD-ha0964MJxqfoeAjQImgiqwOj2aOk0z6uqjmaTTXS0EIYaWaMEtCULQElITQCJ6ss9FzdLvrU_jt2dx7DL5GW86AJG7h0HkiJZEbWDrfSEQfEgarVHDDSVFVzhsoxycXSVDojpgtQZAak2X"" rel=""nofollow noopener"" target=""_blank"" data-lynx-mode=""asynclazy"">Nike.com.</a>","Introducing the Mercurial Dream Speed 3 soccer cleats, now available to shop on
Nike.com.",image,390544652271315,images/131420446_432943271059424_688175181157524735_n.jpg,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,False,True,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.","A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.",image,814878639073647,images/131399005_393614431885241_6930834875494719420_n.jpg,,,,,,,,,,,,,,,,,,,,True,https://fb.com/canvas_doc/140134507623673,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.","A strong, lightweight upper wraps their foot for a crazy fast feeling on the field.",image,394811018298727,images/131539713_395509661793642_7611020320406071389_n.jpg,,,,,,,,,,,,,,,,,,,,True,https://fb.com/canvas_doc/140134507623673,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"360Â° of strong, lightweight Flyknit for a crazy fast feeling on the field.","360Â° of strong, lightweight Flyknit for a crazy fast feeling on the field.",carousel,2831238243812966,images/130970587_389187472354604_1495662980990788152_n.jpg,,,,,,,,,,,images/131342321_938546193343597_5860792726206274731_n.jpg,,images/131222984_812480656262852_8625712959933439129_n.jpg,images/130944203_302735927797217_3341710490155342654_n.jpg,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,,,,,,,,,,,,,,,
"360Â° of strong, lightweight Flyknit for a crazy fast feeling on the field.","360Â° of strong, lightweight Flyknit for a crazy fast feeling on the field.",carousel,405335073850077,images/131453526_216795646675460_2122667213589948586_n.jpg,,,,,,,,,,,images/131402459_923051154895399_6335807181051515944_n.jpg,,images/119101036_1063192944181007_7897191213367897524_n.jpg,images/130679019_181801907012664_6254346549708492039_n.jpg,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,16/12/2020 @09:00AM,,,,,,,,,,,,,,,
"360Â° of strong, lightweight Flyknit for a crazy fast feeling on the field.","360Â° of strong, lightweight Flyknit for a crazy fast feeling on the field.",video,233985361441536,,,,,,,,,,,,,,,,,,,,,True,https://www.nike.com/w?q=MDS&vst=MDS,,"Product/Service,Sporting Goods",51212153078,Nike Football,profile_pictures/51212153078.jpg,https://www.facebook.com/nikefootball/,False,True,False,False,Sponsored,15/12/2020 @09:00AM,videos/130112541_770169580247429_7076745560297943214_n.mp4,,,,,,,,,,,,,,
